Zipcode,State,County,City
6503,CT,New Haven County,New Haven
6504,CT,New Haven County,New Haven
6505,CT,New Haven County,New Haven
6506,CT,New Haven County,New Haven
6507,CT,New Haven County,New Haven
6508,CT,New Haven County,New Haven
6509,CT,New Haven County,New Haven
6510,CT,New Haven County,New Haven
6511,CT,New Haven County,New Haven
6512,CT,New Haven County,East Haven
6513,CT,New Haven County,New Haven
6514,CT,New Haven County,Hamden
6515,CT,New Haven County,New Haven
6516,CT,New Haven County,West Haven
6517,CT,New Haven County,Hamden
6518,CT,New Haven County,Hamden
6519,CT,New Haven County,New Haven
6520,CT,New Haven County,New Haven
6521,CT,New Haven County,New Haven
6524,CT,New Haven County,Bethany
6525,CT,New Haven County,Woodbridge
6530,CT,New Haven County,New Haven
6531,CT,New Haven County,New Haven
6532,CT,New Haven County,New Haven
6533,CT,New Haven County,New Haven
6534,CT,New Haven County,New Haven
6535,CT,New Haven County,New Haven
6536,CT,New Haven County,New Haven
6537,CT,New Haven County,New Haven
6538,CT,New Haven County,New Haven
6540,CT,New Haven County,New Haven
6601,CT,Fairfield County,Bridgeport
6602,CT,Fairfield County,Bridgeport
6604,CT,Fairfield County,Bridgeport
6605,CT,Fairfield County,Bridgeport
6606,CT,Fairfield County,Bridgeport
6607,CT,Fairfield County,Bridgeport
6608,CT,Fairfield County,Bridgeport
6610,CT,Fairfield County,Bridgeport
6611,CT,Fairfield County,Trumbull
6612,CT,Fairfield County,Easton
6614,CT,Fairfield County,Stratford
6615,CT,Fairfield County,Stratford
6650,CT,Fairfield County,Bridgeport
6673,CT,Fairfield County,Bridgeport
6699,CT,Fairfield County,Bridgeport
6701,CT,New Haven County,Waterbury
6702,CT,New Haven County,Waterbury
6703,CT,New Haven County,Waterbury
6704,CT,New Haven County,Waterbury
6705,CT,New Haven County,Waterbury
6706,CT,New Haven County,Waterbury
6708,CT,New Haven County,Waterbury
6710,CT,New Haven County,Waterbury
6712,CT,New Haven County,Prospect
6716,CT,New Haven County,Wolcott
6720,CT,New Haven County,Waterbury
6721,CT,New Haven County,Waterbury
6722,CT,New Haven County,Waterbury
6723,CT,New Haven County,Waterbury
6724,CT,New Haven County,Waterbury
6725,CT,New Haven County,Waterbury
6726,CT,New Haven County,Waterbury
6749,CT,New Haven County,Waterbury
6750,CT,Litchfield County,Bantam
6751,CT,Litchfield County,Bethlehem
6752,CT,Litchfield County,Bridgewater
6753,CT,Litchfield County,Cornwall
6754,CT,Litchfield County,Cornwall Bridge
6755,CT,Litchfield County,Gaylordsville
6756,CT,Litchfield County,Goshen
6757,CT,Litchfield County,Kent
6758,CT,Litchfield County,Lakeside
6759,CT,Litchfield County,Litchfield
6762,CT,New Haven County,Middlebury
6763,CT,Litchfield County,Morris
6770,CT,New Haven County,Naugatuck
6776,CT,Litchfield County,New Milford
6777,CT,Litchfield County,New Preston Marble Dale
6778,CT,Litchfield County,Northfield
6779,CT,Litchfield County,Oakville
6781,CT,Litchfield County,Pequabuck
6782,CT,Litchfield County,Plymouth
6783,CT,Litchfield County,Roxbury
6784,CT,Fairfield County,Sherman
6785,CT,Litchfield County,South Kent
6786,CT,Litchfield County,Terryville
6787,CT,Litchfield County,Thomaston
6790,CT,Litchfield County,Torrington
6791,CT,Litchfield County,Harwinton
6792,CT,Litchfield County,Torrington
6793,CT,Litchfield County,Washington
6794,CT,Litchfield County,Washington Depot
6795,CT,Litchfield County,Watertown
6796,CT,Litchfield County,West Cornwall
6798,CT,Litchfield County,Woodbury
6801,CT,Fairfield County,Bethel
6804,CT,Fairfield County,Brookfield
6807,CT,Fairfield County,Cos Cob
6810,CT,Fairfield County,Danbury
6811,CT,Fairfield County,Danbury
6812,CT,Fairfield County,New Fairfield
6813,CT,Fairfield County,Danbury
6814,CT,Fairfield County,Danbury
6816,CT,Fairfield County,Danbury
6817,CT,Fairfield County,Danbury
6820,CT,Fairfield County,Darien
6824,CT,Fairfield County,Fairfield
6825,CT,Fairfield County,Fairfield
6828,CT,Fairfield County,Fairfield
6829,CT,Fairfield County,Georgetown
6830,CT,Fairfield County,Greenwich
6831,CT,Fairfield County,Greenwich
6832,CT,Fairfield County,Greenwich
6836,CT,Fairfield County,Greenwich
6838,CT,Fairfield County,Greens Farms
6840,CT,Fairfield County,New Canaan
6842,CT,Fairfield County,New Canaan
6850,CT,Fairfield County,Norwalk
6851,CT,Fairfield County,Norwalk
6852,CT,Fairfield County,Norwalk
6853,CT,Fairfield County,Norwalk
6854,CT,Fairfield County,Norwalk
6855,CT,Fairfield County,Norwalk
6856,CT,Fairfield County,Norwalk
6857,CT,Fairfield County,Norwalk
6858,CT,Fairfield County,Norwalk
6859,CT,Fairfield County,Norwalk
6860,CT,Fairfield County,Norwalk
6870,CT,Fairfield County,Old Greenwich
6875,CT,Fairfield County,Redding Center
6876,CT,Fairfield County,Redding Ridge
6877,CT,Fairfield County,Ridgefield
6878,CT,Fairfield County,Riverside
6879,CT,Fairfield County,Ridgefield
6880,CT,Fairfield County,Westport
6881,CT,Fairfield County,Westport
6883,CT,Fairfield County,Weston
6888,CT,Fairfield County,Westport
6889,CT,Fairfield County,Westport
6890,CT,Fairfield County,Southport
6896,CT,Fairfield County,Redding
6897,CT,Fairfield County,Wilton
6901,CT,Fairfield County,Stamford
6902,CT,Fairfield County,Stamford
6903,CT,Fairfield County,Stamford
6904,CT,Fairfield County,Stamford
6905,CT,Fairfield County,Stamford
6906,CT,Fairfield County,Stamford
6907,CT,Fairfield County,Stamford
6910,CT,Fairfield County,Stamford
6911,CT,Fairfield County,Stamford
6912,CT,Fairfield County,Stamford
6913,CT,Fairfield County,Stamford
6914,CT,Fairfield County,Stamford
6920,CT,Fairfield County,Stamford
6921,CT,Fairfield County,Stamford
6922,CT,Fairfield County,Stamford
6925,CT,Fairfield County,Stamford
6926,CT,Fairfield County,Stamford
6927,CT,Fairfield County,Stamford
6928,CT,Fairfield County,Stamford
7001,NJ,Middlesex County,Avenel
7002,NJ,Hudson County,Bayonne
7003,NJ,Essex County,Bloomfield
7004,NJ,Essex County,Fairfield
7005,NJ,Morris County,Boonton
7006,NJ,Essex County,Caldwell
7007,NJ,Essex County,Caldwell
7008,NJ,Middlesex County,Carteret
7009,NJ,Essex County,Cedar Grove
7010,NJ,Bergen County,Cliffside Park
7011,NJ,Passaic County,Clifton
7012,NJ,Passaic County,Clifton
7013,NJ,Passaic County,Clifton
7014,NJ,Passaic County,Clifton
7015,NJ,Passaic County,Clifton
7016,NJ,Union County,Cranford
7017,NJ,Essex County,East Orange
7018,NJ,Essex County,East Orange
7019,NJ,Essex County,East Orange
7020,NJ,Bergen County,Edgewater
7021,NJ,Essex County,Essex Fells
7022,NJ,Bergen County,Fairview
7023,NJ,Union County,Fanwood
7024,NJ,Bergen County,Fort Lee
7026,NJ,Bergen County,Garfield
7027,NJ,Union County,Garwood
7028,NJ,Essex County,Glen Ridge
7029,NJ,Hudson County,Harrison
7030,NJ,Hudson County,Hoboken
7031,NJ,Bergen County,North Arlington
7032,NJ,Hudson County,Kearny
7033,NJ,Union County,Kenilworth
7034,NJ,Morris County,Lake Hiawatha
7035,NJ,Morris County,Lincoln Park
7036,NJ,Union County,Linden
7039,NJ,Essex County,Livingston
7040,NJ,Essex County,Maplewood
7041,NJ,Essex County,Millburn
7042,NJ,Essex County,Montclair
7043,NJ,Essex County,Montclair
7044,NJ,Essex County,Verona
7045,NJ,Morris County,Montville
7046,NJ,Morris County,Mountain Lakes
7047,NJ,Hudson County,North Bergen
7050,NJ,Essex County,Orange
7051,NJ,Essex County,Orange
7052,NJ,Essex County,West Orange
7054,NJ,Morris County,Parsippany
7055,NJ,Passaic County,Passaic
7057,NJ,Bergen County,Wallington
7058,NJ,Morris County,Pine Brook
7059,NJ,Somerset County,Warren
7060,NJ,Union County,Plainfield
7061,NJ,Union County,Plainfield
7062,NJ,Union County,Plainfield
7063,NJ,Union County,Plainfield
7064,NJ,Middlesex County,Port Reading
7065,NJ,Union County,Rahway
7066,NJ,Union County,Clark
7067,NJ,Middlesex County,Colonia
7068,NJ,Essex County,Roseland
7069,NJ,Somerset County,Watchung
7070,NJ,Bergen County,Rutherford
7071,NJ,Bergen County,Lyndhurst
7072,NJ,Bergen County,Carlstadt
7073,NJ,Bergen County,East Rutherford
7074,NJ,Bergen County,Moonachie
7075,NJ,Bergen County,Wood Ridge
7076,NJ,Union County,Scotch Plains
7077,NJ,Middlesex County,Sewaren
7078,NJ,Essex County,Short Hills
7079,NJ,Essex County,South Orange
7080,NJ,Middlesex County,South Plainfield
7081,NJ,Union County,Springfield
7082,NJ,Morris County,Towaco
7083,NJ,Union County,Union
7086,NJ,Hudson County,Weehawken
7087,NJ,Hudson County,Union City
7088,NJ,Union County,Vauxhall
7090,NJ,Union County,Westfield
7091,NJ,Union County,Westfield
7092,NJ,Union County,Mountainside
7093,NJ,Hudson County,West New York
7094,NJ,Hudson County,Secaucus
7095,NJ,Middlesex County,Woodbridge
7096,NJ,Hudson County,Secaucus
7097,NJ,Hudson County,Jersey City
7099,NJ,Hudson County,Kearny
7101,NJ,Essex County,Newark
7102,NJ,Essex County,Newark
7103,NJ,Essex County,Newark
7104,NJ,Essex County,Newark
7105,NJ,Essex County,Newark
7106,NJ,Essex County,Newark
7107,NJ,Essex County,Newark
7108,NJ,Essex County,Newark
7109,NJ,Essex County,Belleville
7110,NJ,Essex County,Nutley
7111,NJ,Essex County,Irvington
7112,NJ,Essex County,Newark
7114,NJ,Essex County,Newark
7175,NJ,Essex County,Newark
7182,NJ,Essex County,Newark
7184,NJ,Essex County,Newark
7188,NJ,Essex County,Newark
7189,NJ,Essex County,Newark
7191,NJ,Essex County,Newark
7192,NJ,Essex County,Newark
7193,NJ,Essex County,Newark
7194,NJ,Essex County,Newark
7195,NJ,Essex County,Newark
7198,NJ,Essex County,Newark
7199,NJ,Essex County,Newark
7201,NJ,Union County,Elizabeth
7202,NJ,Union County,Elizabeth
7203,NJ,Union County,Roselle
7204,NJ,Union County,Roselle Park
7205,NJ,Union County,Hillside
7206,NJ,Union County,Elizabethport
7207,NJ,Union County,Elizabeth
7208,NJ,Union County,Elizabeth
7302,NJ,Hudson County,Jersey City
7303,NJ,Hudson County,Jersey City
7304,NJ,Hudson County,Jersey City
7305,NJ,Hudson County,Jersey City
7306,NJ,Hudson County,Jersey City
7307,NJ,Hudson County,Jersey City
7308,NJ,Hudson County,Jersey City
7309,NJ,Hudson County,Jersey City
7310,NJ,Hudson County,Jersey City
7311,NJ,Hudson County,Jersey City
7395,NJ,Hudson County,Jersey City
7399,NJ,Hudson County,Jersey City
7401,NJ,Bergen County,Allendale
7403,NJ,Passaic County,Bloomingdale
7405,NJ,Morris County,Butler
7407,NJ,Bergen County,Elmwood Park
7410,NJ,Bergen County,Fair Lawn
7416,NJ,Sussex County,Franklin
7417,NJ,Bergen County,Franklin Lakes
7418,NJ,Sussex County,Glenwood
7419,NJ,Sussex County,Hamburg
7420,NJ,Passaic County,Haskell
7421,NJ,Passaic County,Hewitt
7422,NJ,Sussex County,Highland Lakes
7423,NJ,Bergen County,Ho Ho Kus
7424,NJ,Passaic County,Little Falls
7428,NJ,Sussex County,Mc Afee
7430,NJ,Bergen County,Mahwah
7432,NJ,Bergen County,Midland Park
7435,NJ,Passaic County,Newfoundland
7436,NJ,Bergen County,Oakland
7438,NJ,Morris County,Oak Ridge
7439,NJ,Sussex County,Ogdensburg
7440,NJ,Morris County,Pequannock
7442,NJ,Passaic County,Pompton Lakes
7444,NJ,Morris County,Pompton Plains
7446,NJ,Bergen County,Ramsey
7450,NJ,Bergen County,Ridgewood
7451,NJ,Bergen County,Ridgewood
7452,NJ,Bergen County,Glen Rock
7456,NJ,Passaic County,Ringwood
7457,NJ,Morris County,Riverdale
7458,NJ,Bergen County,Saddle River
7460,NJ,Sussex County,Stockholm
7461,NJ,Sussex County,Sussex
7462,NJ,Sussex County,Vernon
7463,NJ,Bergen County,Waldwick
7465,NJ,Passaic County,Wanaque
7470,NJ,Passaic County,Wayne
7474,NJ,Passaic County,Wayne
7477,NJ,Passaic County,Wayne
7480,NJ,Passaic County,West Milford
7481,NJ,Bergen County,Wyckoff
7495,NJ,Bergen County,Mahwah
7501,NJ,Passaic County,Paterson
7502,NJ,Passaic County,Paterson
7503,NJ,Passaic County,Paterson
7504,NJ,Passaic County,Paterson
7505,NJ,Passaic County,Paterson
7506,NJ,Passaic County,Hawthorne
7507,NJ,Passaic County,Hawthorne
7508,NJ,Passaic County,Haledon
7509,NJ,Passaic County,Paterson
7510,NJ,Passaic County,Paterson
7511,NJ,Passaic County,Totowa
7512,NJ,Passaic County,Totowa
7513,NJ,Passaic County,Paterson
7514,NJ,Passaic County,Paterson
7522,NJ,Passaic County,Paterson
7524,NJ,Passaic County,Paterson
7533,NJ,Passaic County,Paterson
7538,NJ,Passaic County,Haledon
7543,NJ,Passaic County,Paterson
7544,NJ,Passaic County,Paterson
7601,NJ,Bergen County,Hackensack
7602,NJ,Bergen County,Hackensack
7603,NJ,Bergen County,Bogota
7604,NJ,Bergen County,Hasbrouck Heights
7605,NJ,Bergen County,Leonia
7606,NJ,Bergen County,South Hackensack
7607,NJ,Bergen County,Maywood
7608,NJ,Bergen County,Teterboro
7620,NJ,Bergen County,Alpine
7621,NJ,Bergen County,Bergenfield
7624,NJ,Bergen County,Closter
7626,NJ,Bergen County,Cresskill
7627,NJ,Bergen County,Demarest
7628,NJ,Bergen County,Dumont
7630,NJ,Bergen County,Emerson
7631,NJ,Bergen County,Englewood
7632,NJ,Bergen County,Englewood Cliffs
7640,NJ,Bergen County,Harrington Park
7641,NJ,Bergen County,Haworth
7642,NJ,Bergen County,Hillsdale
7643,NJ,Bergen County,Little Ferry
7644,NJ,Bergen County,Lodi
7645,NJ,Bergen County,Montvale
7646,NJ,Bergen County,New Milford
7647,NJ,Bergen County,Northvale
7648,NJ,Bergen County,Norwood
7649,NJ,Bergen County,Oradell
7650,NJ,Bergen County,Palisades Park
7652,NJ,Bergen County,Paramus
7653,NJ,Bergen County,Paramus
7656,NJ,Bergen County,Park Ridge
7657,NJ,Bergen County,Ridgefield
7660,NJ,Bergen County,Ridgefield Park
7661,NJ,Bergen County,River Edge
7662,NJ,Bergen County,Rochelle Park
7663,NJ,Bergen County,Saddle Brook
7666,NJ,Bergen County,Teaneck
7670,NJ,Bergen County,Tenafly
7675,NJ,Bergen County,Westwood
7676,NJ,Bergen County,Township Of Washington
7677,NJ,Bergen County,Woodcliff Lake
7699,NJ,Bergen County,Teterboro
7701,NJ,Monmouth County,Red Bank
7702,NJ,Monmouth County,Shrewsbury
7703,NJ,Monmouth County,Fort Monmouth
7704,NJ,Monmouth County,Fair Haven
7709,NJ,Monmouth County,Red Bank
7710,NJ,Monmouth County,Adelphia
7711,NJ,Monmouth County,Allenhurst
7712,NJ,Monmouth County,Asbury Park
7715,NJ,Monmouth County,Belmar
7716,NJ,Monmouth County,Atlantic Highlands
7717,NJ,Monmouth County,Avon By The Sea
7718,NJ,Monmouth County,Belford
7719,NJ,Monmouth County,Belmar
7720,NJ,Monmouth County,Bradley Beach
7721,NJ,Monmouth County,Cliffwood
7722,NJ,Monmouth County,Colts Neck
7723,NJ,Monmouth County,Deal
7724,NJ,Monmouth County,Eatontown
7726,NJ,Monmouth County,Englishtown
7727,NJ,Monmouth County,Farmingdale
7728,NJ,Monmouth County,Freehold
7730,NJ,Monmouth County,Hazlet
7731,NJ,Monmouth County,Howell
7732,NJ,Monmouth County,Highlands
7733,NJ,Monmouth County,Holmdel
7734,NJ,Monmouth County,Keansburg
7735,NJ,Monmouth County,Keyport
7737,NJ,Monmouth County,Leonardo
7738,NJ,Monmouth County,Lincroft
7739,NJ,Monmouth County,Little Silver
7740,NJ,Monmouth County,Long Branch
7746,NJ,Monmouth County,Marlboro
7747,NJ,Monmouth County,Matawan
7748,NJ,Monmouth County,Middletown
7750,NJ,Monmouth County,Monmouth Beach
7751,NJ,Monmouth County,Morganville
7752,NJ,Monmouth County,Navesink
7753,NJ,Monmouth County,Neptune
7754,NJ,Monmouth County,Neptune
7755,NJ,Monmouth County,Oakhurst
7756,NJ,Monmouth County,Ocean Grove
7757,NJ,Monmouth County,Oceanport
7758,NJ,Monmouth County,Port Monmouth
7760,NJ,Monmouth County,Rumson
7762,NJ,Monmouth County,Spring Lake
7763,NJ,Monmouth County,Tennent
7764,NJ,Monmouth County,West Long Branch
7765,NJ,Monmouth County,Wickatunk
7799,NJ,Monmouth County,Eatontown
7801,NJ,Morris County,Dover
7802,NJ,Morris County,Dover
7803,NJ,Morris County,Mine Hill
7806,NJ,Morris County,Picatinny Arsenal
7820,NJ,Warren County,Allamuchy
7821,NJ,Sussex County,Andover
7822,NJ,Sussex County,Augusta
7823,NJ,Warren County,Belvidere
7825,NJ,Warren County,Blairstown
7826,NJ,Sussex County,Branchville
7827,NJ,Sussex County,Montague
7828,NJ,Morris County,Budd Lake
7829,NJ,Warren County,Buttzville
7830,NJ,Hunterdon County,Califon
7831,NJ,Hunterdon County,Changewater
7832,NJ,Warren County,Columbia
7833,NJ,Warren County,Delaware
7834,NJ,Morris County,Denville
7836,NJ,Morris County,Flanders
7837,NJ,Sussex County,Glasser
7838,NJ,Warren County,Great Meadows
7839,NJ,Sussex County,Greendell
7840,NJ,Warren County,Hackettstown
7842,NJ,Morris County,Hibernia
7843,NJ,Sussex County,Hopatcong
7844,NJ,Warren County,Hope
7845,NJ,Morris County,Ironia
7846,NJ,Warren County,Johnsonburg
7847,NJ,Morris County,Kenvil
7848,NJ,Sussex County,Lafayette
7849,NJ,Morris County,Lake Hopatcong
7850,NJ,Morris County,Landing
7851,NJ,Sussex County,Layton
7852,NJ,Morris County,Ledgewood
7853,NJ,Morris County,Long Valley
7855,NJ,Sussex County,Middleville
7856,NJ,Morris County,Mount Arlington
7857,NJ,Morris County,Netcong
7860,NJ,Sussex County,Newton
7863,NJ,Warren County,Oxford
7865,NJ,Warren County,Port Murray
7866,NJ,Morris County,Rockaway
7869,NJ,Morris County,Randolph
7870,NJ,Morris County,Schooleys Mountain
7871,NJ,Sussex County,Sparta
7874,NJ,Sussex County,Stanhope
7875,NJ,Sussex County,Stillwater
7876,NJ,Morris County,Succasunna
7877,NJ,Sussex County,Swartswood
7878,NJ,Morris County,Mount Tabor
7879,NJ,Sussex County,Tranquility
7880,NJ,Warren County,Vienna
7881,NJ,Sussex County,Wallpack Center
7882,NJ,Warren County,Washington
7885,NJ,Morris County,Wharton
7890,NJ,Sussex County,Branchville
7901,NJ,Union County,Summit
7902,NJ,Union County,Summit
7920,NJ,Somerset County,Basking Ridge
7921,NJ,Somerset County,Bedminster
7922,NJ,Union County,Berkeley Heights
7924,NJ,Somerset County,Bernardsville
7926,NJ,Morris County,Brookside
7927,NJ,Morris County,Cedar Knolls
7928,NJ,Morris County,Chatham
7930,NJ,Morris County,Chester
7931,NJ,Somerset County,Far Hills
7932,NJ,Morris County,Florham Park
7933,NJ,Morris County,Gillette
7934,NJ,Somerset County,Gladstone
7935,NJ,Morris County,Green Village
7936,NJ,Morris County,East Hanover
7938,NJ,Somerset County,Liberty Corner
7939,NJ,Somerset County,Lyons
7940,NJ,Morris County,Madison
7945,NJ,Morris County,Mendham
7946,NJ,Morris County,Millington
7950,NJ,Morris County,Morris Plains
7960,NJ,Morris County,Morristown
7961,NJ,Morris County,Convent Station
7962,NJ,Morris County,Morristown
7963,NJ,Morris County,Morristown
7970,NJ,Morris County,Mount Freedom
7974,NJ,Union County,New Providence
7976,NJ,Morris County,New Vernon
7977,NJ,Somerset County,Peapack
7978,NJ,Somerset County,Pluckemin
7979,NJ,Hunterdon County,Pottersville
7980,NJ,Morris County,Stirling
7981,NJ,Morris County,Whippany
7983,NJ,Morris County,Whippany
7999,NJ,Morris County,Whippany
8001,NJ,Salem County,Alloway
8002,NJ,Camden County,Cherry Hill
8003,NJ,Camden County,Cherry Hill
8004,NJ,Camden County,Atco
8005,NJ,Ocean County,Barnegat
8006,NJ,Ocean County,Barnegat Light
8007,NJ,Camden County,Barrington
8008,NJ,Ocean County,Beach Haven
8009,NJ,Camden County,Berlin
8010,NJ,Burlington County,Beverly
8011,NJ,Burlington County,Birmingham
8012,NJ,Camden County,Blackwood
8014,NJ,Gloucester County,Bridgeport
8015,NJ,Burlington County,Browns Mills
8016,NJ,Burlington County,Burlington
8018,NJ,Camden County,Cedar Brook
8019,NJ,Burlington County,Chatsworth
8020,NJ,Gloucester County,Clarksboro
8021,NJ,Camden County,Clementon
8022,NJ,Burlington County,Columbus
8023,NJ,Salem County,Deepwater
8025,NJ,Gloucester County,Ewan
8026,NJ,Camden County,Gibbsboro
8027,NJ,Gloucester County,Gibbstown
8028,NJ,Gloucester County,Glassboro
8029,NJ,Camden County,Glendora
8030,NJ,Camden County,Gloucester City
8031,NJ,Camden County,Bellmawr
8032,NJ,Gloucester County,Grenloch
8033,NJ,Camden County,Haddonfield
8034,NJ,Camden County,Cherry Hill
8035,NJ,Camden County,Haddon Heights
8036,NJ,Burlington County,Hainesport
8037,NJ,Atlantic County,Hammonton
8038,NJ,Salem County,Hancocks Bridge
8039,NJ,Gloucester County,Harrisonville
8041,NJ,Burlington County,Jobstown
8042,NJ,Burlington County,Juliustown
8043,NJ,Camden County,Voorhees
8045,NJ,Camden County,Lawnside
8046,NJ,Burlington County,Willingboro
8048,NJ,Burlington County,Lumberton
8049,NJ,Camden County,Magnolia
8050,NJ,Ocean County,Manahawkin
8051,NJ,Gloucester County,Mantua
8052,NJ,Burlington County,Maple Shade
8053,NJ,Burlington County,Marlton
8054,NJ,Burlington County,Mount Laurel
8055,NJ,Burlington County,Medford
8056,NJ,Gloucester County,Mickleton
8057,NJ,Burlington County,Moorestown
8059,NJ,Camden County,Mount Ephraim
8060,NJ,Burlington County,Mount Holly
8061,NJ,Gloucester County,Mount Royal
8062,NJ,Gloucester County,Mullica Hill
8063,NJ,Gloucester County,National Park
8064,NJ,Burlington County,New Lisbon
8065,NJ,Burlington County,Palmyra
8066,NJ,Gloucester County,Paulsboro
8067,NJ,Salem County,Pedricktown
8068,NJ,Burlington County,Pemberton
8069,NJ,Salem County,Penns Grove
8070,NJ,Salem County,Pennsville
8071,NJ,Gloucester County,Pitman
8072,NJ,Salem County,Quinton
8073,NJ,Burlington County,Rancocas
8074,NJ,Gloucester County,Richwood
8075,NJ,Burlington County,Riverside
8076,NJ,Burlington County,Riverton
8077,NJ,Burlington County,Riverton
8078,NJ,Camden County,Runnemede
8079,NJ,Salem County,Salem
8080,NJ,Gloucester County,Sewell
8081,NJ,Camden County,Sicklerville
8083,NJ,Camden County,Somerdale
8084,NJ,Camden County,Stratford
8085,NJ,Gloucester County,Swedesboro
8086,NJ,Gloucester County,Thorofare
8087,NJ,Ocean County,Tuckerton
8088,NJ,Burlington County,Vincentown
8089,NJ,Camden County,Waterford Works
8090,NJ,Gloucester County,Wenonah
8091,NJ,Camden County,West Berlin
8092,NJ,Ocean County,West Creek
8093,NJ,Gloucester County,Westville
8094,NJ,Gloucester County,Williamstown
8095,NJ,Camden County,Winslow
8096,NJ,Gloucester County,West Deptford
8097,NJ,Gloucester County,Woodbury Heights
8098,NJ,Salem County,Woodstown
8099,NJ,Camden County,Bellmawr
8101,NJ,Camden County,Camden
8102,NJ,Camden County,Camden
8103,NJ,Camden County,Camden
8104,NJ,Camden County,Camden
8105,NJ,Camden County,Camden
8106,NJ,Camden County,Audubon
8107,NJ,Camden County,Oaklyn
8108,NJ,Camden County,Collingswood
8109,NJ,Camden County,Merchantville
8110,NJ,Camden County,Pennsauken
8201,NJ,Atlantic County,Absecon
8202,NJ,Cape May County,Avalon
8203,NJ,Atlantic County,Brigantine
8204,NJ,Cape May County,Cape May
8205,NJ,Atlantic County,Absecon
8210,NJ,Cape May County,Cape May Court House
8212,NJ,Cape May County,Cape May Point
8213,NJ,Atlantic County,Cologne
8214,NJ,Cape May County,Dennisville
8215,NJ,Atlantic County,Egg Harbor City
8217,NJ,Atlantic County,Elwood
8218,NJ,Cape May County,Goshen
8219,NJ,Cape May County,Green Creek
8220,NJ,Atlantic County,Leeds Point
8221,NJ,Atlantic County,Linwood
8223,NJ,Cape May County,Marmora
8224,NJ,Burlington County,New Gretna
8225,NJ,Atlantic County,Northfield
8226,NJ,Cape May County,Ocean City
8230,NJ,Cape May County,Ocean View
8231,NJ,Atlantic County,Oceanville
8232,NJ,Atlantic County,Pleasantville
8234,NJ,Atlantic County,Egg Harbor Township
8240,NJ,Atlantic County,Pomona
8241,NJ,Atlantic County,Port Republic
8242,NJ,Cape May County,Rio Grande
8243,NJ,Cape May County,Sea Isle City
8244,NJ,Atlantic County,Somers Point
8245,NJ,Cape May County,South Dennis
8246,NJ,Cape May County,South Seaville
8247,NJ,Cape May County,Stone Harbor
8248,NJ,Cape May County,Strathmere
8250,NJ,Cape May County,Tuckahoe
8251,NJ,Cape May County,Villas
8252,NJ,Cape May County,Whitesboro
8260,NJ,Cape May County,Wildwood
8270,NJ,Cape May County,Woodbine
8302,NJ,Cumberland County,Bridgeton
8310,NJ,Atlantic County,Buena
8311,NJ,Cumberland County,Cedarville
8312,NJ,Gloucester County,Clayton
8313,NJ,Cumberland County,Deerfield Street
8314,NJ,Cumberland County,Delmont
8315,NJ,Cumberland County,Dividing Creek
8316,NJ,Cumberland County,Dorchester
8317,NJ,Atlantic County,Dorothy
8318,NJ,Salem County,Elmer
8319,NJ,Atlantic County,Estell Manor
8320,NJ,Cumberland County,Fairton
8321,NJ,Cumberland County,Fortescue
8322,NJ,Gloucester County,Franklinville
8323,NJ,Cumberland County,Greenwich
8324,NJ,Cumberland County,Heislerville
8326,NJ,Atlantic County,Landisville
8327,NJ,Cumberland County,Leesburg
8328,NJ,Gloucester County,Malaga
8329,NJ,Cumberland County,Mauricetown
8330,NJ,Atlantic County,Mays Landing
8332,NJ,Cumberland County,Millville
8340,NJ,Atlantic County,Milmay
8341,NJ,Atlantic County,Minotola
8342,NJ,Atlantic County,Mizpah
8343,NJ,Gloucester County,Monroeville
8344,NJ,Gloucester County,Newfield
8345,NJ,Cumberland County,Newport
8346,NJ,Atlantic County,Newtonville
8347,NJ,Salem County,Norma
8348,NJ,Cumberland County,Port Elizabeth
8349,NJ,Cumberland County,Port Norris
8350,NJ,Atlantic County,Richland
8352,NJ,Cumberland County,Rosenhayn
8353,NJ,Cumberland County,Shiloh
8360,NJ,Cumberland County,Vineland
8361,NJ,Cumberland County,Vineland
8362,NJ,Cumberland County,Vineland
8401,NJ,Atlantic County,Atlantic City
8402,NJ,Atlantic County,Margate City
8403,NJ,Atlantic County,Longport
8404,NJ,Atlantic County,Atlantic City
8405,NJ,Atlantic County,Atlantic City
8406,NJ,Atlantic County,Ventnor City
8501,NJ,Monmouth County,Allentown
8502,NJ,Somerset County,Belle Mead
8504,NJ,Somerset County,Blawenburg
8505,NJ,Burlington County,Bordentown
8510,NJ,Monmouth County,Millstone Township
8511,NJ,Burlington County,Cookstown
8512,NJ,Mercer County,Cranbury
8514,NJ,Monmouth County,Cream Ridge
8515,NJ,Burlington County,Chesterfield
8518,NJ,Burlington County,Florence
8520,NJ,Mercer County,Hightstown
8525,NJ,Mercer County,Hopewell
8526,NJ,Monmouth County,Imlaystown
8527,NJ,Ocean County,Jackson
8528,NJ,Somerset County,Kingston
8530,NJ,Hunterdon County,Lambertville
8533,NJ,Ocean County,New Egypt
8534,NJ,Mercer County,Pennington
8535,NJ,Monmouth County,Millstone Township
8536,NJ,Middlesex County,Plainsboro
8540,NJ,Mercer County,Princeton
8541,NJ,Mercer County,Princeton
8542,NJ,Mercer County,Princeton
8543,NJ,Mercer County,Princeton
8544,NJ,Mercer County,Princeton
8550,NJ,Mercer County,Princeton Junction
